Name;Path;Data Type;Logical Address;Comment;Kind;Station
4a_RFID_Serial_Number;4a_4b_RFID_Readers;UDInt;%MD244;;PLC;4a_4b_RFID_Readers
4a_RFID_Busy;4a_4b_RFID_Readers;Bool;%M21.0;;PLC;4a_4b_RFID_Readers
4a_RFID_Done;4a_4b_RFID_Readers;Bool;%M21.1;;PLC;4a_4b_RFID_Readers
4a_RFID_Error;4a_4b_RFID_Readers;Bool;%M21.2;;PLC;4a_4b_RFID_Readers
4a_RFID_State;4a_4b_RFID_Readers;Int;%MW152;;PLC;4a_4b_RFID_Readers
4a_RFID_Status_Code;4a_4b_RFID_Readers;Int;%MW154;;PLC;4a_4b_RFID_Readers
4a_RFID_Tag_Present;4a_4b_RFID_Readers;Bool;%M21.3;;PLC;4a_4b_RFID_Readers
3a_Metal_Pick_And_Place_Reset;Standard-Variablentabelle;Bool;%M320.0;;PLC;Standard-Variablentabelle
3b_Metal_Pick_And_Place_Reset;2a_VisionDataSensors;Bool;%M351.0;;PLC;2a_VisionDataSensors
HRL_Occ_0;Warehouse;USInt;%MB400;;PLC;Warehouse
HRL_Occ_1;Warehouse;USInt;%MB401;;PLC;Warehouse
HRL_Occ_2;Warehouse;USInt;%MB402;;PLC;Warehouse
HRL_Occ_3;Warehouse;USInt;%MB403;;PLC;Warehouse
HRL_Occ_4;Warehouse;USInt;%MB404;;PLC;Warehouse
HRL_Occ_5;Warehouse;USInt;%MB405;;PLC;Warehouse
HRL_Occ_6;Warehouse;USInt;%MB406;;PLC;Warehouse
HRL_2_Occ_0;HMI_Tags_Warehouse_2;USInt;%MB407;;PLC;HMI_Tags_Warehouse_2
HRL_2_Occ_1;HMI_Tags_Warehouse_2;USInt;%MB408;;PLC;HMI_Tags_Warehouse_2
HRL_2_Occ_2;HMI_Tags_Warehouse_2;USInt;%MB409;;PLC;HMI_Tags_Warehouse_2
HRL_2_Occ_3;HMI_Tags_Warehouse_2;USInt;%MB410;;PLC;HMI_Tags_Warehouse_2
HRL_2_Occ_4;HMI_Tags_Warehouse_2;USInt;%MB411;;PLC;HMI_Tags_Warehouse_2
HRL_2_Occ_5;HMI_Tags_Warehouse_2;USInt;%MB412;;PLC;HMI_Tags_Warehouse_2
HRL_2_Occ_6;HMI_Tags_Warehouse_2;USInt;%MB413;;PLC;HMI_Tags_Warehouse_2
OB100_Startup_Init;Standard-Variablentabelle;Bool;%M59.0;;PLC;Standard-Variablentabelle
